SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO ,Cigna PPO,COMM VIVA Health PPO ,COMM Multiplan PPO ,COMM Humana PPO,Humana MCR ,UHC MCR ,BCBSAL MCR ,Cigna Healthspring MCR ,VIVA Health MCR,Aetna/Coventry MCR 
1610090,LE-ANKLE 3VPLUS DR,73610,1791.36,2/6/2022,376.1856,626.976,9135.936,800.73792,111.06432,98.5248,800.73792,293.78304,540.99072,476.50176,188.0928,163.01376,91.35936,103.89888,102.10752,9135.936,94.94208,105.69024
2070232,NON SELECTIVE DEBRID,97602,1185.37,2/6/2022,248.9277,414.8795,6045.387,529.86039,73.49294,65.19535,529.86039,194.40068,357.98174,315.30842,124.46385,107.86867,60.45387,68.75146,67.56609,6045.387,62.82461,69.93683
1211362,QUETIAPINE 50MG SRTB,,29,2/6/2022,6.09,10.15,147.9,12.963,1.798,1.595,12.963,4.756,8.758,7.714,3.045,2.639,1.479,1.682,1.653,147.9,1.537,1.711
7212173,PENICI G POT .6MUINJ,J2540,11,2/6/2022,2.31,3.85,56.1,4.917,0.682,0.605,4.917,1.804,3.322,2.926,1.155,1.001,0.561,0.638,0.627,56.1,0.583,0.649
7210966,FIBRIN SEALANT 2ML,,1379.5,2/6/2022,289.695,482.825,7035.45,616.6365,85.529,75.8725,616.6365,226.238,416.609,366.947,144.8475,125.5345,70.3545,80.011,78.6315,7035.45,73.1135,81.3905
1217318,CILOSTAZOL 100MG TAB,,3.3,2/6/2022,0.693,1.155,16.83,1.4751,0.2046,0.1815,1.4751,0.5412,0.9966,0.8778,0.3465,0.3003,0.1683,0.1914,0.1881,16.83,0.1749,0.1947
1670348,MR-LOWER EXTR W,73719,13425.68,2/6/2022,2819.3928,4698.988,68470.968,6001.27896,832.39216,738.4124,6001.27896,2201.81152,4054.55536,3571.23088,1409.6964,1221.73688,684.70968,778.68944,765.26376,68470.968,711.56104,792.11512
1212109,DABIGATRAN 150MG TAB,,21.5,2/6/2022,4.515,7.525,109.65,9.6105,1.333,1.1825,9.6105,3.526,6.493,5.719,2.2575,1.9565,1.0965,1.247,1.2255,109.65,1.1395,1.2685
1218881,DILTIAZEM 60MG SR CP,,3.8,2/6/2022,0.798,1.33,19.38,1.6986,0.2356,0.209,1.6986,0.6232,1.1476,1.0108,0.399,0.3458,0.1938,0.2204,0.2166,19.38,0.2014,0.2242
1612136,CH-RIBS BILATERAL CR,71110,1308.63,2/6/2022,274.8123,458.0205,6674.013,584.95761,81.13506,71.97465,584.95761,214.61532,395.20626,348.09558,137.40615,119.08533,66.74013,75.90054,74.59191,6674.013,69.35739,77.20917
1210284,ELETRIPTAN 20MG TAB,,148.5,2/6/2022,31.185,51.975,757.35,66.3795,9.207,8.1675,66.3795,24.354,44.847,39.501,15.5925,13.5135,7.5735,8.613,8.4645,757.35,7.8705,8.7615
1210156,CASPOFUNGIN ACE 5MG,J0637,275.5,2/6/2022,57.855,96.425,1405.05,123.1485,17.081,15.1525,123.1485,45.182,83.201,73.283,28.9275,25.0705,14.0505,15.979,15.7035,1405.05,14.6015,16.2545
1218930,IPRATROP .06%SP 15ML,,67.5,2/6/2022,14.175,23.625,344.25,30.1725,4.185,3.7125,30.1725,11.07,20.385,17.955,7.0875,6.1425,3.4425,3.915,3.8475,344.25,3.5775,3.9825
1663089,US-PELVIS NON OB,76856,2951.21,2/6/2022,619.7541,1032.9235,15051.171,1319.19087,182.97502,162.31655,1319.19087,483.99844,891.26542,785.02186,309.87705,268.56011,150.51171,171.17018,168.21897,15051.171,156.41413,174.12139
1218583,GLIMEPIRIDE 4MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1315097,INFAGT DT QLSQT GIAR,87329,188.42,2/6/2022,39.5682,65.947,960.942,84.22374,11.68204,10.3631,84.22374,30.90088,56.90284,50.11972,19.7841,17.14622,9.60942,10.92836,10.73994,960.942,9.98626,11.11678
1217200,WARFARIN 5MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1211234,ARTIFIC SALIVA 45ML,,23,2/6/2022,4.83,8.05,117.3,10.281,1.426,1.265,10.281,3.772,6.946,6.118,2.415,2.093,1.173,1.334,1.311,117.3,1.219,1.357
1631526,CT-NECK SOFT TIS WO,70490,12371.17,2/6/2022,2597.9457,4329.9095,63092.967,5529.91299,767.01254,680.41435,5529.91299,2028.87188,3736.09334,3290.73122,1298.97285,1125.77647,630.92967,717.52786,705.15669,63092.967,655.67201,729.89903
1321202,INS HYBRD MAN SP INI,88368,961.65,2/6/2022,201.9465,336.5775,4904.415,429.85755,59.6223,52.89075,429.85755,157.7106,290.4183,255.7989,100.97325,87.51015,49.04415,55.7757,54.81405,4904.415,50.96745,56.73735
1321046,CELL MRK STDY CY-DNA,88182,212.31,2/6/2022,44.5851,74.3085,1082.781,94.90257,13.16322,11.67705,94.90257,34.81884,64.11762,56.47446,22.29255,19.32021,10.82781,12.31398,12.10167,1082.781,11.25243,12.52629
7211052,TRIHEXYPH.4MG/ML 5ML,,13,2/6/2022,2.73,4.55,66.3,5.811,0.806,0.715,5.811,2.132,3.926,3.458,1.365,1.183,0.663,0.754,0.741,66.3,0.689,0.767
1217336,CLINDAMY 75/5ML 100M,,261.5,2/6/2022,54.915,91.525,1333.65,116.8905,16.213,14.3825,116.8905,42.886,78.973,69.559,27.4575,23.7965,13.3365,15.167,14.9055,1333.65,13.8595,15.4285
1414019,ANCHOR/SCRW LEVEL 19,C1713,34218.77,2/6/2022,7185.9417,11976.5695,174515.727,15295.79019,2121.56374,1882.03235,15295.79019,5611.87828,10334.06854,9102.19282,3592.97085,3113.90807,1745.15727,1984.68866,1950.46989,174515.727,1813.59481,2018.90743
390013,S-RPR T/NT CVAC W SQ,SURG,4877.23,2/6/2022,1024.2183,1707.0305,24873.873,2180.12181,302.38826,268.24765,2180.12181,799.86572,1472.92346,1297.34318,512.10915,443.82793,248.73873,282.87934,278.00211,24873.873,258.49319,287.75657
1217007,ASPIRIN 325MG DR TAB,,1,2/6/2022,0.21,0.35,5.1,0.447,0.062,0.055,0.447,0.164,0.302,0.266,0.105,0.091,0.051,0.058,0.057,5.1,0.053,0.059
1221047,SOD CHLOR .45% 250ML,,265.5,2/6/2022,55.755,92.925,1354.05,118.6785,16.461,14.6025,118.6785,43.542,80.181,70.623,27.8775,24.1605,13.5405,15.399,15.1335,1354.05,14.0715,15.6645
1061518,S-FEM POP REVAS ATHR,SURG,51067.52,2/6/2022,10724.1792,17873.632,260444.352,22827.18144,3166.18624,2808.7136,22827.18144,8375.07328,15422.39104,13583.96032,5362.0896,4647.14432,2604.44352,2961.91616,2910.84864,260444.352,2706.57856,3012.98368
1210138,SOD BICARB 4.2% 5ML,,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1211213,RABIES VAC IM,90675,2992,2/6/2022,628.32,1047.2,15259.2,1337.424,185.504,164.56,1337.424,490.688,903.584,795.872,314.16,272.272,152.592,173.536,170.544,15259.2,158.576,176.528
225110,R&B M/S PRIVATE,,4969.54,2/6/2022,1043.6034,1739.339,25344.654,2221.38438,308.11148,273.3247,2221.38438,815.00456,1500.80108,1321.89764,521.8017,452.22814,253.44654,288.23332,283.26378,25344.654,263.38562,293.20286
2891756,"IMMUNOASSAY, NOS",83520,83.62,2/6/2022,17.5602,29.267,426.462,37.37814,5.18444,4.5991,37.37814,13.71368,25.25324,22.24292,8.7801,7.60942,4.26462,4.84996,4.76634,426.462,4.43186,4.93358
1061330,S-ABDOMEN 1ST ORDER,36245,5434.89,2/6/2022,1141.3269,1902.2115,27717.939,2429.39583,336.96318,298.91895,2429.39583,891.32196,1641.33678,1445.68074,570.66345,494.57499,277.17939,315.22362,309.78873,27717.939,288.04917,320.65851
1061565,IC-PRQ DE COR STNT B,C9601,89470.65,2/6/2022,18788.8365,31314.7275,456300.315,39993.38055,5547.1803,4920.88575,39993.38055,14673.1866,27020.1363,23799.1929,9394.41825,8141.82915,4563.00315,5189.2977,5099.82705,456300.315,4741.94445,5278.76835
1316531,HIV1 AG W HIV 1 2 AB,G0475,300.82,2/6/2022,63.1722,105.287,1534.182,134.46654,18.65084,16.5451,134.46654,49.33448,90.84764,80.01812,31.5861,27.37462,15.34182,17.44756,17.14674,1534.182,15.94346,17.74838
1670677,SP-T SPINE 3 VIEW DR,72072,2719.34,2/6/2022,571.0614,951.769,13868.634,1215.54498,168.59908,149.5637,1215.54498,445.97176,821.24068,723.34444,285.5307,247.45994,138.68634,157.72172,155.00238,13868.634,144.12502,160.44106
1315142,AUTO DIFF WBC COUNT,85004,144.98,2/6/2022,30.4458,50.743,739.398,64.80606,8.98876,7.9739,64.80606,23.77672,43.78396,38.56468,15.2229,13.19318,7.39398,8.40884,8.26386,739.398,7.68394,8.55382
1825029,WHRLPL THRPY-VST PTA,97022,211.23,2/6/2022,44.3583,73.9305,1077.273,94.41981,13.09626,11.61765,94.41981,34.64172,63.79146,56.18718,22.17915,19.22193,10.77273,12.25134,12.04011,1077.273,11.19519,12.46257
1217829,METOLAZONE 5MG TAB,,4.8,2/6/2022,1.008,1.68,24.48,2.1456,0.2976,0.264,2.1456,0.7872,1.4496,1.2768,0.504,0.4368,0.2448,0.2784,0.2736,24.48,0.2544,0.2832
1217610,ENALAPRILAT1.25MG/ML,,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1610155,LE-TOE S 2VWS BI DR,73660,2686.22,2/6/2022,564.1062,940.177,13699.722,1200.74034,166.54564,147.7421,1200.74034,440.54008,811.23844,714.53452,282.0531,244.44602,136.99722,155.80076,153.11454,13699.722,142.36966,158.48698
1314784,"PROTEIN S, TOTAL",85305,1387.37,2/6/2022,291.3477,485.5795,7075.587,620.15439,86.01694,76.30535,620.15439,227.52868,418.98574,369.04042,145.67385,126.25067,70.75587,80.46746,79.08009,7075.587,73.53061,81.85483
1610091,LE-FOOT 2V DR,73620,1514.43,2/6/2022,318.0303,530.0505,7723.593,676.95021,93.89466,83.29365,676.95021,248.36652,457.35786,402.83838,159.01515,137.81313,77.23593,87.83694,86.32251,7723.593,80.26479,89.35137
7212133,KETOROLAC 15MG INJ,J1885,192,2/6/2022,40.32,67.2,979.2,85.824,11.904,10.56,85.824,31.488,57.984,51.072,20.16,17.472,9.792,11.136,10.944,979.2,10.176,11.328
1522134,DIAG BONE MARROW BX,SURG,6981.89,2/6/2022,1466.1969,2443.6615,35607.639,3120.90483,432.87718,384.00395,3120.90483,1145.02996,2108.53078,1857.18274,733.09845,635.35199,356.07639,404.94962,397.96773,35607.639,370.04017,411.93151
1214006,TESTOSTER CYPION 1MG,J1071,1.3,2/6/2022,0.273,0.455,6.63,0.5811,0.0806,0.0715,0.5811,0.2132,0.3926,0.3458,0.1365,0.1183,0.0663,0.0754,0.0741,6.63,0.0689,0.0767
1218304,SOD PHOS 45MMOL/15ML,,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1610149,LE-LWEXT INFNT BI DR,73592,1528,2/6/2022,320.88,534.8,7792.8,683.016,94.736,84.04,683.016,250.592,461.456,406.448,160.44,139.048,77.928,88.624,87.096,7792.8,80.984,90.152
1061585,IR-ANG INT CAR IP UN,36224,54850.06,2/6/2022,11518.5126,19197.521,279735.306,24517.97682,3400.70372,3016.7533,24517.97682,8995.40984,16564.71812,14590.11596,5759.2563,4991.35546,2797.35306,3181.30348,3126.45342,279735.306,2907.05318,3236.15354
1218310,SPIRONOLACTON 25MGTB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1610057,UE-SCAPULA BILAT DR,73010,3059.81,2/6/2022,642.5601,1070.9335,15605.031,1367.73507,189.70822,168.28955,1367.73507,501.80884,924.06262,813.90946,321.28005,278.44271,156.05031,177.46898,174.40917,15605.031,162.16993,180.52879
1610137,UE-UPEXT INFNT BI DR,73092,3470.31,2/6/2022,728.7651,1214.6085,17698.581,1551.22857,215.15922,190.86705,1551.22857,569.13084,1048.03362,923.10246,364.38255,315.79821,176.98581,201.27798,197.80767,17698.581,183.92643,204.74829
1670717,LE-HIP PV BI3OR4V DR,73522,1153.33,2/6/2022,242.1993,403.6655,5881.983,515.53851,71.50646,63.43315,515.53851,189.14612,348.30566,306.78578,121.09965,104.95303,58.81983,66.89314,65.73981,5881.983,61.12649,68.04647
7210629,SALMETEROL 50MCG DIS,,18,2/6/2022,3.78,6.3,91.8,8.046,1.116,0.99,8.046,2.952,5.436,4.788,1.89,1.638,0.918,1.044,1.026,91.8,0.954,1.062
1670728,LE-ANKLE 2V DR,73600,902.47,2/6/2022,189.5187,315.8645,4602.597,403.40409,55.95314,49.63585,403.40409,148.00508,272.54594,240.05702,94.75935,82.12477,46.02597,52.34326,51.44079,4602.597,47.83091,53.24573
1218549,DISOPYRAMIDE 100MGCP,,3.5,2/6/2022,0.735,1.225,17.85,1.5645,0.217,0.1925,1.5645,0.574,1.057,0.931,0.3675,0.3185,0.1785,0.203,0.1995,17.85,0.1855,0.2065
1217085,BUPROPION 100MG SRTB,,19.5,2/6/2022,4.095,6.825,99.45,8.7165,1.209,1.0725,8.7165,3.198,5.889,5.187,2.0475,1.7745,0.9945,1.131,1.1115,99.45,1.0335,1.1505
1050034,NI-UP EXT DPX ART BI,93930,2017.25,2/6/2022,423.6225,706.0375,10287.975,901.71075,125.0695,110.94875,901.71075,330.829,609.2095,536.5885,211.81125,183.56975,102.87975,117.0005,114.98325,10287.975,106.91425,119.01775
1213848,BLEOMYCIN SUL 15 U,J9040,550,2/6/2022,115.5,192.5,2805,245.85,34.1,30.25,245.85,90.2,166.1,146.3,57.75,50.05,28.05,31.9,31.35,2805,29.15,32.45
1218385,COLCH/PROBENC .5/500,,4.8,2/6/2022,1.008,1.68,24.48,2.1456,0.2976,0.264,2.1456,0.7872,1.4496,1.2768,0.504,0.4368,0.2448,0.2784,0.2736,24.48,0.2544,0.2832
1217412,HYDRALAZINE 25MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1670213,MR-CHEST W,71551,8256.32,2/6/2022,1733.8272,2889.712,42107.232,3690.57504,511.89184,454.0976,3690.57504,1354.03648,2493.40864,2196.18112,866.9136,751.32512,421.07232,478.86656,470.61024,42107.232,437.58496,487.12288
7211527,METRONIDAZ 1%GEL 60G,,1836.5,2/6/2022,385.665,642.775,9366.15,820.9155,113.863,101.0075,820.9155,301.186,554.623,488.509,192.8325,167.1215,93.6615,106.517,104.6805,9366.15,97.3345,108.3535
7212085,ALBUMIN 25% 50ML IV,P9047,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1212915,KETAMINE 10MG/ML 5ML,,195,2/6/2022,40.95,68.25,994.5,87.165,12.09,10.725,87.165,31.98,58.89,51.87,20.475,17.745,9.945,11.31,11.115,994.5,10.335,11.505
135110,R&B M/S PRIVATE,,4969.54,2/6/2022,1043.6034,1739.339,25344.654,2221.38438,308.11148,273.3247,2221.38438,815.00456,1500.80108,1321.89764,521.8017,452.22814,253.44654,288.23332,283.26378,25344.654,263.38562,293.20286
1321084,HISTOCHEMICAL STAIN,88314,1137.04,2/6/2022,238.7784,397.964,5798.904,508.25688,70.49648,62.5372,508.25688,186.47456,343.38608,302.45264,119.3892,103.47064,57.98904,65.94832,64.81128,5798.904,60.26312,67.08536
1061574,S-TRNSCTH THROM VEN,SURG,7697.57,2/6/2022,1616.4897,2694.1495,39257.607,3440.81379,477.24934,423.36635,3440.81379,1262.40148,2324.66614,2047.55362,808.24485,700.47887,392.57607,446.45906,438.76149,39257.607,407.97121,454.15663
7212014,LEVOCARNITIN 1GM INJ,J1955,191,2/6/2022,40.11,66.85,974.1,85.377,11.842,10.505,85.377,31.324,57.682,50.806,20.055,17.381,9.741,11.078,10.887,974.1,10.123,11.269
1219021,THIORIDAZIN 100MG TB,,3.3,2/6/2022,0.693,1.155,16.83,1.4751,0.2046,0.1815,1.4751,0.5412,0.9966,0.8778,0.3465,0.3003,0.1683,0.1914,0.1881,16.83,0.1749,0.1947
1814948,ULTRASND-15 MIN PT,97035,230.78,2/6/2022,48.4638,80.773,1176.978,103.15866,14.30836,12.6929,103.15866,37.84792,69.69556,61.38748,24.2319,21.00098,11.76978,13.38524,13.15446,1176.978,12.23134,13.61602
2811826,BR-PLC LOC DVCE ADD,MANUL,3085.87,2/6/2022,648.0327,1080.0545,15737.937,1379.38389,191.32394,169.72285,1379.38389,506.08268,931.93274,820.84142,324.01635,280.81417,157.37937,178.98046,175.89459,15737.937,163.55111,182.06633
7212088,GRANISETRON 1MG PO,Q0166,214.5,2/6/2022,45.045,75.075,1093.95,95.8815,13.299,11.7975,95.8815,35.178,64.779,57.057,22.5225,19.5195,10.9395,12.441,12.2265,1093.95,11.3685,12.6555
1314850,CULT ANAERO IDENT EA,87076,118.37,2/6/2022,24.8577,41.4295,603.687,52.91139,7.33894,6.51035,52.91139,19.41268,35.74774,31.48642,12.42885,10.77167,6.03687,6.86546,6.74709,603.687,6.27361,6.98383
1219388,HYDROCORT 1% LOT 120,,66,2/6/2022,13.86,23.1,336.6,29.502,4.092,3.63,29.502,10.824,19.932,17.556,6.93,6.006,3.366,3.828,3.762,336.6,3.498,3.894
1218315,SUFENTANIL 100MCG/2M,,242.5,2/6/2022,50.925,84.875,1236.75,108.3975,15.035,13.3375,108.3975,39.77,73.235,64.505,25.4625,22.0675,12.3675,14.065,13.8225,1236.75,12.8525,14.3075
1210341,ASCORB AC100MG/ML 5M,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1217468,ISOSORBIDE DI 10MGTB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1314506,TYROSINE,84510,135.21,2/6/2022,28.3941,47.3235,689.571,60.43887,8.38302,7.43655,60.43887,22.17444,40.83342,35.96586,14.19705,12.30411,6.89571,7.84218,7.70697,689.571,7.16613,7.97739
1612158,IR-MYELO CERVICAL,62302,9432.45,2/6/2022,1980.8145,3301.3575,48105.495,4216.30515,584.8119,518.78475,4216.30515,1546.9218,2848.5999,2509.0317,990.40725,858.35295,481.05495,547.0821,537.64965,48105.495,499.91985,556.51455
1218131,OXYBUTYNIN 5MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1211415,GUAIF10-PHEN400MG TB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
2811424,S-TUBE THORACOSTOMY,SURG,4452.6,2/6/2022,935.046,1558.41,22708.26,1990.3122,276.0612,244.893,1990.3122,730.2264,1344.6852,1184.3916,467.523,405.1866,227.0826,258.2508,253.7982,22708.26,235.9878,262.7034
1670241,MR-CERV SPINE W,72142,13425.68,2/6/2022,2819.3928,4698.988,68470.968,6001.27896,832.39216,738.4124,6001.27896,2201.81152,4054.55536,3571.23088,1409.6964,1221.73688,684.70968,778.68944,765.26376,68470.968,711.56104,792.11512
1217527,LIDOCAINE-MPF1% 30ML,,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1213708,INTERFERON B1A 1MCG,Q3027,319,2/6/2022,66.99,111.65,1626.9,142.593,19.778,17.545,142.593,52.316,96.338,84.854,33.495,29.029,16.269,18.502,18.183,1626.9,16.907,18.821
1621626,US-THORCNT W TUB IMG,32557,6644.15,2/6/2022,1395.2715,2325.4525,33885.165,2969.93505,411.9373,365.42825,2969.93505,1089.6406,2006.5333,1767.3439,697.63575,604.61765,338.85165,385.3607,378.71655,33885.165,352.13995,392.00485
1872229,APHASIA ASSESS 1HOUR,96105,693.95,2/6/2022,145.7295,242.8825,3539.145,310.19565,43.0249,38.16725,310.19565,113.8078,209.5729,184.5907,72.86475,63.14945,35.39145,40.2491,39.55515,3539.145,36.77935,40.94305
1710904,"BLD GAS-PH,PO2,PCO2",82803,313.31,2/6/2022,65.7951,109.6585,1597.881,140.04957,19.42522,17.23205,140.04957,51.38284,94.61962,83.34046,32.89755,28.51121,15.97881,18.17198,17.85867,1597.881,16.60543,18.48529
1218764,BETAM-DIP.05%OIN 15G,,393,2/6/2022,82.53,137.55,2004.3,175.671,24.366,21.615,175.671,64.452,118.686,104.538,41.265,35.763,20.043,22.794,22.401,2004.3,20.829,23.187
1413177,LEAD AICD END DUL L1,C1895,18629.9,2/6/2022,3912.279,6520.465,95012.49,8327.5653,1155.0538,1024.6445,8327.5653,3055.3036,5626.2298,4955.5534,1956.1395,1695.3209,950.1249,1080.5342,1061.9043,95012.49,987.3847,1099.1641
1221028,STERILE WATER 1000ML,,193,2/6/2022,40.53,67.55,984.3,86.271,11.966,10.615,86.271,31.652,58.286,51.338,20.265,17.563,9.843,11.194,11.001,984.3,10.229,11.387
1217407,DILTIAZEM 240MG SRCP,,40,2/6/2022,8.4,14,204,17.88,2.48,2.2,17.88,6.56,12.08,10.64,4.2,3.64,2.04,2.32,2.28,204,2.12,2.36
1314267,"IGG SUB 1,2,3 OR 4",82787,149.87,2/6/2022,31.4727,52.4545,764.337,66.99189,9.29194,8.24285,66.99189,24.57868,45.26074,39.86542,15.73635,13.63817,7.64337,8.69246,8.54259,764.337,7.94311,8.84233
7210750,CAR25-LEV100-ENT200T,,20,2/6/2022,4.2,7,102,8.94,1.24,1.1,8.94,3.28,6.04,5.32,2.1,1.82,1.02,1.16,1.14,102,1.06,1.18
1211179,HEPARIN 1000U INJ,J1644,192,2/6/2022,40.32,67.2,979.2,85.824,11.904,10.56,85.824,31.488,57.984,51.072,20.16,17.472,9.792,11.136,10.944,979.2,10.176,11.328
2811110,S-RPL COM TCVAD PUMP,SURG,5391.99,2/6/2022,1132.3179,1887.1965,27499.149,2410.21953,334.30338,296.55945,2410.21953,884.28636,1628.38098,1434.26934,566.15895,490.67109,274.99149,312.73542,307.34343,27499.149,285.77547,318.12741
7210111,FUROSEMI 10MG/ML 1ML,,2,2/6/2022,0.42,0.7,10.2,0.894,0.124,0.11,0.894,0.328,0.604,0.532,0.21,0.182,0.102,0.116,0.114,10.2,0.106,0.118
1314697,HEP B SURF AB,86706,802.55,2/6/2022,168.5355,280.8925,4093.005,358.73985,49.7581,44.14025,358.73985,131.6182,242.3701,213.4783,84.26775,73.03205,40.93005,46.5479,45.74535,4093.005,42.53515,47.35045
1217308,CHLORHEXIN.12% 473ML,,20,2/6/2022,4.2,7,102,8.94,1.24,1.1,8.94,3.28,6.04,5.32,2.1,1.82,1.02,1.16,1.14,102,1.06,1.18
1882314,ORAL FUNC TX-VIS,92526,691.78,2/6/2022,145.2738,242.123,3528.078,309.22566,42.89036,38.0479,309.22566,113.45192,208.91756,184.01348,72.6369,62.95198,35.28078,40.12324,39.43146,3528.078,36.66434,40.81502
1417134,NEEDLES 4,,2185.68,2/6/2022,458.9928,764.988,11146.968,976.99896,135.51216,120.2124,976.99896,358.45152,660.07536,581.39088,229.4964,198.89688,111.46968,126.76944,124.58376,11146.968,115.84104,128.95512
1217403,DILTIAZEM 60MG TAB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1211628,PALIPERIDONE 1MG INJ,J2426,69,2/6/2022,14.49,24.15,351.9,30.843,4.278,3.795,30.843,11.316,20.838,18.354,7.245,6.279,3.519,4.002,3.933,351.9,3.657,4.071
2895861,COVID19 AG OTH,U0002,114.03,2/6/2022,23.9463,39.9105,581.553,50.97141,7.06986,6.27165,50.97141,18.70092,34.43706,30.33198,11.97315,10.37673,5.81553,6.61374,6.49971,581.553,6.04359,6.72777
1218034,MONTELUKAST 4MG CHEW,,29,2/6/2022,6.09,10.15,147.9,12.963,1.798,1.595,12.963,4.756,8.758,7.714,3.045,2.639,1.479,1.682,1.653,147.9,1.537,1.711
1671021,IR-ARTHROGRAM WRIST,73115,1960.23,2/6/2022,411.6483,686.0805,9997.173,876.22281,121.53426,107.81265,876.22281,321.47772,591.98946,521.42118,205.82415,178.38093,99.97173,113.69334,111.73311,9997.173,103.89219,115.65357
1612300,UE-SCAPULA BILAT CR,73010,3059.81,2/6/2022,642.5601,1070.9335,15605.031,1367.73507,189.70822,168.28955,1367.73507,501.80884,924.06262,813.90946,321.28005,278.44271,156.05031,177.46898,174.40917,15605.031,162.16993,180.52879
1061586,IR-ANG INT CAR IP BI,36224,68691.13,2/6/2022,14425.1373,24041.8955,350324.763,30704.93511,4258.85006,3778.01215,30704.93511,11265.34532,20744.72126,18271.84058,7212.56865,6250.89283,3503.24763,3984.08554,3915.39441,350324.763,3640.62989,4052.77667
1221008,D5.45NS/KCL20 1000ML,,265.5,2/6/2022,55.755,92.925,1354.05,118.6785,16.461,14.6025,118.6785,43.542,80.181,70.623,27.8775,24.1605,13.5405,15.399,15.1335,1354.05,14.0715,15.6645
1221347,AA-D5W-LIP-LYTE2556M,,720,2/6/2022,151.2,252,3672,321.84,44.64,39.6,321.84,118.08,217.44,191.52,75.6,65.52,36.72,41.76,41.04,3672,38.16,42.48
1210069,BUDES/FORM160/4.5PUF,,16.5,2/6/2022,3.465,5.775,84.15,7.3755,1.023,0.9075,7.3755,2.706,4.983,4.389,1.7325,1.5015,0.8415,0.957,0.9405,84.15,0.8745,0.9735
1321039,CYTOP SMR OTH S5SLID,88162,357.84,2/6/2022,75.1464,125.244,1824.984,159.95448,22.18608,19.6812,159.95448,58.68576,108.06768,95.18544,37.5732,32.56344,18.24984,20.75472,20.39688,1824.984,18.96552,21.11256
1217249,HC2.5-PRAM1%CRM 30GM,,14.5,2/6/2022,3.045,5.075,73.95,6.4815,0.899,0.7975,6.4815,2.378,4.379,3.857,1.5225,1.3195,0.7395,0.841,0.8265,73.95,0.7685,0.8555
1612456,LE-HIP PV UN2OR3V CR,73502,1055.59,2/6/2022,221.6739,369.4565,5383.509,471.84873,65.44658,58.05745,471.84873,173.11676,318.78818,280.78694,110.83695,96.05869,53.83509,61.22422,60.16863,5383.509,55.94627,62.27981
