SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL TOTAL (IP & OP),BCBSAL - CHS EEs,UHC,AETNA,CIGNA,VIVA HEALTH,HUMANA,HUMANA MCR,BCBSAL MCR,UHC MCR,CIGNA HEALTHSPRING MCR,AETNA/COVENTRY MCR,MULTIPLAN
1218697,BETAM AUG LOT.05%60M,,1251.77,2/6/2022,262.8717,438.1195,81.36505,196.52789,106.40045,88.87567,128.93231,168.98895,127.68054,196.52789,177.75134,82.61682,85.12036,82.61682,81.36505,85.12036,81.36505
1217331,CLARITHROMY 500MG TB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1610022,HE-TMJ BILATERAL DR,70330,888.63,2/6/2022,186.6123,311.0205,57.76095,139.51491,75.53355,63.09273,91.52889,119.96505,90.64026,139.51491,126.18546,58.64958,60.42684,58.64958,57.76095,60.42684,57.76095
1216971,ALPRAZOLAM 0.5MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
7211933,EPO 1000UN INJ NESRD,J0885,237.96,2/6/2022,49.9716,83.286,15.4674,37.35972,20.2266,16.89516,24.50988,32.1246,24.27192,37.35972,33.79032,15.70536,16.18128,15.70536,15.4674,16.18128,15.4674
7211080,BUPIVAC .25% MPF 30M,,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1219092,DIAZEPAM 10MG KIT(R),,1209.96,2/6/2022,254.0916,423.486,78.6474,189.96372,102.8466,85.90716,124.62588,163.3446,123.41592,189.96372,171.81432,79.85736,82.27728,79.85736,78.6474,82.27728,78.6474
1210366,PHEN-SHK-MO-PE OIN30,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1691279,IR-EXCHG BIL DR CATH,SURG,25233.29,2/6/2022,5298.9909,8831.6515,1640.16385,3961.62653,2144.82965,1791.56359,2599.02887,3406.49415,2573.79558,3961.62653,3583.12718,1665.39714,1715.86372,1665.39714,1640.16385,1715.86372,1640.16385
7210458,THEOPHYLL 450MG SRTB,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1221024,DEXTROSE 70% 500ML,,226.01,2/6/2022,47.4621,79.1035,14.69065,35.48357,19.21085,16.04671,23.27903,30.51135,23.05302,35.48357,32.09342,14.91666,15.36868,14.91666,14.69065,15.36868,14.69065
1219249,COLLAGENA 250OIN 30G,,450.8,2/6/2022,94.668,157.78,29.302,70.7756,38.318,32.0068,46.4324,60.858,45.9816,70.7756,64.0136,29.7528,30.6544,29.7528,29.302,30.6544,29.302
2850070,S-PRI ART M THRO ADD,SURG,14674.02,2/6/2022,3081.5442,5135.907,953.8113,2303.82114,1247.2917,1041.85542,1511.42406,1980.9927,1496.75004,2303.82114,2083.71084,968.48532,997.83336,968.48532,953.8113,997.83336,953.8113
1610135,UE-ELBOW 3VW BI DR,73080,2537.79,2/6/2022,532.9359,888.2265,164.95635,398.43303,215.71215,180.18309,261.39237,342.60165,258.85458,398.43303,360.36618,167.49414,172.56972,167.49414,164.95635,172.56972,164.95635
1214085,ESLICARBAZ 200MG TAB,,76.4,2/6/2022,16.044,26.74,4.966,11.9948,6.494,5.4244,7.8692,10.314,7.7928,11.9948,10.8488,5.0424,5.1952,5.0424,4.966,5.1952,4.966
1217320,PENTOXIFYL 400MGCRTB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1316449,VALPROIC ACID TOTAL,80164,176.13,2/6/2022,36.9873,61.6455,11.44845,27.65241,14.97105,12.50523,18.14139,23.77755,17.96526,27.65241,25.01046,11.62458,11.97684,11.62458,11.44845,11.97684,11.44845
2550090,CT-ABD PELVIS WWO,74178,20283.3,2/6/2022,4259.493,7099.155,1318.4145,3184.4781,1724.0805,1440.1143,2089.1799,2738.2455,2068.8966,3184.4781,2880.2286,1338.6978,1379.2644,1338.6978,1318.4145,1379.2644,1318.4145
1217199,WARFARIN 2.5MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1217753,ANTIP/BENZ 54-14 10M,,16.49,2/6/2022,3.4629,5.7715,1.07185,2.58893,1.40165,1.17079,1.69847,2.22615,1.68198,2.58893,2.34158,1.08834,1.12132,1.08834,1.07185,1.12132,1.07185
1210740,MORPHINE UP TO 10MG,J2270,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1321197,TIS HYBRD AD SNG PRB,88364,408.24,2/6/2022,85.7304,142.884,26.5356,64.09368,34.7004,28.98504,42.04872,55.1124,41.64048,64.09368,57.97008,26.94384,27.76032,26.94384,26.5356,27.76032,26.5356
1210984,LOPINA/RITONA 100/25,,46.2,2/6/2022,9.702,16.17,3.003,7.2534,3.927,3.2802,4.7586,6.237,4.7124,7.2534,6.5604,3.0492,3.1416,3.0492,3.003,3.1416,3.003
1218985,BENZO/MENT 15-3.6LOZ,,1.17,2/6/2022,0.2457,0.4095,0.07605,0.18369,0.09945,0.08307,0.12051,0.15795,0.11934,0.18369,0.16614,0.07722,0.07956,0.07722,0.07605,0.07956,0.07605
7211859,ALTEPLASE RECOM 1MG,J2997,114.27,2/6/2022,23.9967,39.9945,7.42755,17.94039,9.71295,8.11317,11.76981,15.42645,11.65554,17.94039,16.22634,7.54182,7.77036,7.54182,7.42755,7.77036,7.42755
1631511,CTA-LOWER EXT BI,73706,9928.56,2/6/2022,2084.9976,3474.996,645.3564,1558.78392,843.9276,704.92776,1022.64168,1340.3556,1012.71312,1558.78392,1409.85552,655.28496,675.14208,655.28496,645.3564,675.14208,645.3564
1641005,MR-UPPER JOINT WWO,73223,9888.8,2/6/2022,2076.648,3461.08,642.772,1552.5416,840.548,702.1048,1018.5464,1334.988,1008.6576,1552.5416,1404.2096,652.6608,672.4384,652.6608,642.772,672.4384,642.772
2070215,LEVEL 5 NP,G0463,2902.41,2/6/2022,609.5061,1015.8435,188.65665,455.67837,246.70485,206.07111,298.94823,391.82535,296.04582,455.67837,412.14222,191.55906,197.36388,191.55906,188.65665,197.36388,188.65665
1219007,RISPERIDONE 2MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1217106,TERBINAFIN 1% CR12GM,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1321078,SURG PATH GROSS LVL4,88305,465.39,2/6/2022,97.7319,162.8865,30.25035,73.06623,39.55815,33.04269,47.93517,62.82765,47.46978,73.06623,66.08538,30.71574,31.64652,30.71574,30.25035,31.64652,30.25035
1570150,LE-HIP PV UNMIN4V CR,73503,1692.67,2/6/2022,355.4607,592.4345,110.02355,265.74919,143.87695,120.17957,174.34501,228.51045,172.65234,265.74919,240.35914,111.71622,115.10156,111.71622,110.02355,115.10156,110.02355
1210060,MICONAZ 2%VAG CR 45G,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1413177,LEAD AICD END DUL L1,C1895,69124.92,2/6/2022,14516.2332,24193.722,4493.1198,10852.61244,5875.6182,4907.86932,7119.86676,9331.8642,7050.74184,10852.61244,9815.73864,4562.24472,4700.49456,4562.24472,4493.1198,4700.49456,4493.1198
1219338,FLURBIPRO.03%OS 2.5M,,112.74,2/6/2022,23.6754,39.459,7.3281,17.70018,9.5829,8.00454,11.61222,15.2199,11.49948,17.70018,16.00908,7.44084,7.66632,7.44084,7.3281,7.66632,7.3281
1219407,INDOCYAN GREEN 25MG,,937.82,2/6/2022,196.9422,328.237,60.9583,147.23774,79.7147,66.58522,96.59546,126.6057,95.65764,147.23774,133.17044,61.89612,63.77176,61.89612,60.9583,63.77176,60.9583
2540429,BONE AGE STUDY CR,77072,648.72,2/6/2022,136.2312,227.052,42.1668,101.84904,55.1412,46.05912,66.81816,87.5772,66.16944,101.84904,92.11824,42.81552,44.11296,42.81552,42.1668,44.11296,42.1668
1217630,ESCITALOPRAM 10MG TB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1314632,MICROSOMAL AB,86376,188.96,2/6/2022,39.6816,66.136,12.2824,29.66672,16.0616,13.41616,19.46288,25.5096,19.27392,29.66672,26.83232,12.47136,12.84928,12.47136,12.2824,12.84928,12.2824
1321195,TUMOR IHC QT UTO,88361,1599.13,2/6/2022,335.8173,559.6955,103.94345,251.06341,135.92605,113.53823,164.71039,215.88255,163.11126,251.06341,227.07646,105.54258,108.74084,105.54258,103.94345,108.74084,103.94345
1314236,ENZYME ACTIVITY NOS,82657,352.25,2/6/2022,73.9725,123.2875,22.89625,55.30325,29.94125,25.00975,36.28175,47.55375,35.9295,55.30325,50.0195,23.2485,23.953,23.2485,22.89625,23.953,22.89625
1219847,VORICONAZOL 200MG TB,,350.19,2/6/2022,73.5399,122.5665,22.76235,54.97983,29.76615,24.86349,36.06957,47.27565,35.71938,54.97983,49.72698,23.11254,23.81292,23.11254,22.76235,23.81292,22.76235
1641078,MR-LOWER EXTR BI WO,73718,13807.02,2/6/2022,2899.4742,4832.457,897.4563,2167.70214,1173.5967,980.29842,1422.12306,1863.9477,1408.31604,2167.70214,1960.59684,911.26332,938.87736,911.26332,897.4563,938.87736,897.4563
1854963,PHYS PERF-15 MIN OT,97750,311.93,2/6/2022,65.5053,109.1755,20.27545,48.97301,26.51405,22.14703,32.12879,42.11055,31.81686,48.97301,44.29406,20.58738,21.21124,20.58738,20.27545,21.21124,20.27545
2812201,S-TRLUM BAL ANG ADLA,SURG,26988.45,2/6/2022,5667.5745,9445.9575,1754.24925,4237.18665,2294.01825,1916.17995,2779.81035,3643.44075,2752.8219,4237.18665,3832.3599,1781.2377,1835.2146,1781.2377,1754.24925,1835.2146,1754.24925
1061573,S-TRNSCTH THROM ART,SURG,40729.99,2/6/2022,8553.2979,14255.4965,2647.44935,6394.60843,3462.04915,2891.82929,4195.18897,5498.54865,4154.45898,6394.60843,5783.65858,2688.17934,2769.63932,2688.17934,2647.44935,2769.63932,2647.44935
7211851,RASBURICASE INJ .5MG,J2783,1812.58,2/6/2022,380.6418,634.403,117.8177,284.57506,154.0693,128.69318,186.69574,244.6983,184.88316,284.57506,257.38636,119.63028,123.25544,119.63028,117.8177,123.25544,117.8177
1217146,TRAVOPR.004%OS BF2.5,,174.34,2/6/2022,36.6114,61.019,11.3321,27.37138,14.8189,12.37814,17.95702,23.5359,17.78268,27.37138,24.75628,11.50644,11.85512,11.50644,11.3321,11.85512,11.3321
1218680,LETROZOLE 2.5MG TAB,,30.28,2/6/2022,6.3588,10.598,1.9682,4.75396,2.5738,2.14988,3.11884,4.0878,3.08856,4.75396,4.29976,1.99848,2.05904,1.99848,1.9682,2.05904,1.9682
1212625,HEPARIN 1000U INJ,J1644,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1218386,ENALAPRIL 10MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1218812,CANDESARTAN 4MG TAB,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1691341,S-IN PICC W IMG GT5Y,SURG,13854.56,2/6/2022,2909.4576,4849.096,900.5464,2175.16592,1177.6376,983.67376,1427.01968,1870.3656,1413.16512,2175.16592,1967.34752,914.40096,942.11008,914.40096,900.5464,942.11008,900.5464
1217720,ME-TESTOST/ESTRO.625,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1573256,SP-NECK SOFT TISS CR,70360,1024.27,2/6/2022,215.0967,358.4945,66.57755,160.81039,87.06295,72.72317,105.49981,138.27645,104.47554,160.81039,145.44634,67.60182,69.65036,67.60182,66.57755,69.65036,66.57755
2540141,UE-CLAVICLE CR,73000,1132.54,2/6/2022,237.8334,396.389,73.6151,177.80878,96.2659,80.41034,116.65162,152.8929,115.51908,177.80878,160.82068,74.74764,77.01272,74.74764,73.6151,77.01272,73.6151
7212157,PYRIDOXINE 100MG INJ,J3415,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1061328,S-THORACIC 3RD ORDER,36217,7772.43,2/6/2022,1632.2103,2720.3505,505.20795,1220.27151,660.65655,551.84253,800.56029,1049.27805,792.78786,1220.27151,1103.68506,512.98038,528.52524,512.98038,505.20795,528.52524,505.20795
7210512,PRIMAQUINE PHOSPHATE,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1218991,DIBUCAINE 1%OIN 30GM,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1314808,FETAL HGB KLEIH-BETK,85460,50.16,2/6/2022,10.5336,17.556,3.2604,7.87512,4.2636,3.56136,5.16648,6.7716,5.11632,7.87512,7.12272,3.31056,3.41088,3.31056,3.2604,3.41088,3.2604
2550106,CT-THOR SPINE WWO,72130,7641.15,2/6/2022,1604.6415,2674.4025,496.67475,1199.66055,649.49775,542.52165,787.03845,1031.55525,779.3973,1199.66055,1085.0433,504.3159,519.5982,504.3159,496.67475,519.5982,496.67475
1316673,AMPHETAMINES MS 1-2,80324,89.81,2/6/2022,18.8601,31.4335,5.83765,14.10017,7.63385,6.37651,9.25043,12.12435,9.16062,14.10017,12.75302,5.92746,6.10708,5.92746,5.83765,6.10708,5.83765
1218946,FLUPHENAZINE 10MG TB,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1214054,CEPHALE 125MG/5ML 5M,,10.53,2/6/2022,2.2113,3.6855,0.68445,1.65321,0.89505,0.74763,1.08459,1.42155,1.07406,1.65321,1.49526,0.69498,0.71604,0.69498,0.68445,0.71604,0.68445
1573428,UE-ELBOW 3VW BI CR,73080,2537.79,2/6/2022,532.9359,888.2265,164.95635,398.43303,215.71215,180.18309,261.39237,342.60165,258.85458,398.43303,360.36618,167.49414,172.56972,167.49414,164.95635,172.56972,164.95635
1573261,CH-CHEST 1V CR,71045,617.46,2/6/2022,129.6666,216.111,40.1349,96.94122,52.4841,43.83966,63.59838,83.3571,62.98092,96.94122,87.67932,40.75236,41.98728,40.75236,40.1349,41.98728,40.1349
1218758,BET VAL 0.1%OIN 15GM,,112.74,2/6/2022,23.6754,39.459,7.3281,17.70018,9.5829,8.00454,11.61222,15.2199,11.49948,17.70018,16.00908,7.44084,7.66632,7.44084,7.3281,7.66632,7.3281
1314651,"BACTERUIM AB, NOS",86609,83.98,2/6/2022,17.6358,29.393,5.4587,13.18486,7.1383,5.96258,8.64994,11.3373,8.56596,13.18486,11.92516,5.54268,5.71064,5.54268,5.4587,5.71064,5.4587
2520457,US-EXT VEINS DPX LTD,93971,1621.32,2/6/2022,340.4772,567.462,105.3858,254.54724,137.8122,115.11372,166.99596,218.8782,165.37464,254.54724,230.22744,107.00712,110.24976,107.00712,105.3858,110.24976,105.3858
1210539,HEPARIN 1000U INJ,J1644,89.9,2/6/2022,18.879,31.465,5.8435,14.1143,7.6415,6.3829,9.2597,12.1365,9.1698,14.1143,12.7658,5.9334,6.1132,5.9334,5.8435,6.1132,5.8435
2550236,CT-LOWER EXT WO BI,73700,13922.5,2/6/2022,2923.725,4872.875,904.9625,2185.8325,1183.4125,988.4975,1434.0175,1879.5375,1420.095,2185.8325,1976.995,918.885,946.73,918.885,904.9625,946.73,904.9625
1218247,REMIFENTANIL 1MG INJ,,452.5,2/6/2022,95.025,158.375,29.4125,71.0425,38.4625,32.1275,46.6075,61.0875,46.155,71.0425,64.255,29.865,30.77,29.865,29.4125,30.77,29.4125
1314892,TISSUE EX FOR FUNGI,87220,74.65,2/6/2022,15.6765,26.1275,4.85225,11.72005,6.34525,5.30015,7.68895,10.07775,7.6143,11.72005,10.6003,4.9269,5.0762,4.9269,4.85225,5.0762,4.85225
1314753,CBC W-PLT AUTO COMPD,85025,171.46,2/6/2022,36.0066,60.011,11.1449,26.91922,14.5741,12.17366,17.66038,23.1471,17.48892,26.91922,24.34732,11.31636,11.65928,11.31636,11.1449,11.65928,11.1449
1218933,THEOPHYLL 200MG SRTB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
2812005,MSED OTH GT5 1ST15,99156,526.02,2/6/2022,110.4642,184.107,34.1913,82.58514,44.7117,37.34742,54.18006,71.0127,53.65404,82.58514,74.69484,34.71732,35.76936,34.71732,34.1913,35.76936,34.1913
1217041,BENAZEPRIL 5MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1218304,SOD PHOS 45MMOL/15ML,,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1217169,URSODIOL 300MG CAP,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1061570,IC-PRQ DE CR REV AMI,C9606,99999,2/6/2022,20999.79,34999.65,6499.935,15699.843,8499.915,7099.929,10299.897,13499.865,10199.898,15699.843,14199.858,6599.934,6799.932,6599.934,6499.935,6799.932,6499.935
1314488,"THYROXINE T4, FREE",84439,113.14,2/6/2022,23.7594,39.599,7.3541,17.76298,9.6169,8.03294,11.65342,15.2739,11.54028,17.76298,16.06588,7.46724,7.69352,7.46724,7.3541,7.69352,7.3541
282822,L&D REC LVL 2 PER HR,,2652.04,2/6/2022,556.9284,928.214,172.3826,416.37028,225.4234,188.29484,273.16012,358.0254,270.50808,416.37028,376.58968,175.03464,180.33872,175.03464,172.3826,180.33872,172.3826
1214812,AMPICILL 25MG/ML 5ML,,10.53,2/6/2022,2.2113,3.6855,0.68445,1.65321,0.89505,0.74763,1.08459,1.42155,1.07406,1.65321,1.49526,0.69498,0.71604,0.69498,0.68445,0.71604,0.68445
1217527,LIDOCAINE-MPF1% 30ML,,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
7211882,MYCOPHE MOF 250MG PO,J7517,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1210487,VANCOMYCIN 500MG INJ,J3370,226.01,2/6/2022,47.4621,79.1035,14.69065,35.48357,19.21085,16.04671,23.27903,30.51135,23.05302,35.48357,32.09342,14.91666,15.36868,14.91666,14.69065,15.36868,14.69065
1050117,NI-TTE STRESS CON WO,93351,5634.58,2/6/2022,1183.2618,1972.103,366.2477,884.62906,478.9393,400.05518,580.36174,760.6683,574.72716,884.62906,800.11036,371.88228,383.15144,371.88228,366.2477,383.15144,366.2477
1218155,PENIC VK 125/5 100ML,,10.53,2/6/2022,2.2113,3.6855,0.68445,1.65321,0.89505,0.74763,1.08459,1.42155,1.07406,1.65321,1.49526,0.69498,0.71604,0.69498,0.68445,0.71604,0.68445
1214003,ADENOSINE 1MG INJ,J0153,64.02,2/6/2022,13.4442,22.407,4.1613,10.05114,5.4417,4.54542,6.59406,8.6427,6.53004,10.05114,9.09084,4.22532,4.35336,4.22532,4.1613,4.35336,4.1613
1414250,CATH THRMB/EMBOL 2,C1757,7038.62,2/6/2022,1478.1102,2463.517,457.5103,1105.06334,598.2827,499.74202,724.97786,950.2137,717.93924,1105.06334,999.48404,464.54892,478.62616,464.54892,457.5103,478.62616,457.5103
1217401,DIGOXIN 0.25MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1218158,PENTAZ-NALOX 50-0.5,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1210263,FUROSEMIDE 20MG INJ,J1940,89.9,2/6/2022,18.879,31.465,5.8435,14.1143,7.6415,6.3829,9.2597,12.1365,9.1698,14.1143,12.7658,5.9334,6.1132,5.9334,5.8435,6.1132,5.8435
1219287,EPINEP 2.25% INH 0.5,,112.74,2/6/2022,23.6754,39.459,7.3281,17.70018,9.5829,8.00454,11.61222,15.2199,11.49948,17.70018,16.00908,7.44084,7.66632,7.44084,7.3281,7.66632,7.3281
7212247,AZITHROMYC 500MG INJ,J0456,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1681089,MR-BREAST UNI WWO,C8905,7432.3,2/6/2022,1560.783,2601.305,483.0995,1166.8711,631.7455,527.6933,765.5269,1003.3605,758.0946,1166.8711,1055.3866,490.5318,505.3964,490.5318,483.0995,505.3964,483.0995
1414151,CATH ABLTN NOCRD ED2,C1888,21014.5,2/6/2022,4413.045,7355.075,1365.9425,3299.2765,1786.2325,1492.0295,2164.4935,2836.9575,2143.479,3299.2765,2984.059,1386.957,1428.986,1386.957,1365.9425,1428.986,1365.9425
1314461,"RECEPTOR, NON-ENDO",84238,268.27,2/6/2022,56.3367,93.8945,17.43755,42.11839,22.80295,19.04717,27.63181,36.21645,27.36354,42.11839,38.09434,17.70582,18.24236,17.70582,17.43755,18.24236,17.43755
1218782,CEFUROXIME 500MG TAB,,60.09,2/6/2022,12.6189,21.0315,3.90585,9.43413,5.10765,4.26639,6.18927,8.11215,6.12918,9.43413,8.53278,3.96594,4.08612,3.96594,3.90585,4.08612,3.90585
1218235,QUETIAPINE 100MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
7212170,METHYLPRED 80MG INJ,J1040,453.03,2/6/2022,95.1363,158.5605,29.44695,71.12571,38.50755,32.16513,46.66209,61.15905,46.20906,71.12571,64.33026,29.89998,30.80604,29.89998,29.44695,30.80604,29.44695
1160134,AD PROCEDURE GI LV 4,SURG,2335.62,2/6/2022,490.4802,817.467,151.8153,366.69234,198.5277,165.82902,240.56886,315.3087,238.23324,366.69234,331.65804,154.15092,158.82216,154.15092,151.8153,158.82216,151.8153
1315878,ARSENIC,82175,122.47,2/6/2022,25.7187,42.8645,7.96055,19.22779,10.40995,8.69537,12.61441,16.53345,12.49194,19.22779,17.39074,8.08302,8.32796,8.08302,7.96055,8.32796,7.96055
7211790,RABIES VAC IM,90675,3284.86,2/6/2022,689.8206,1149.701,213.5159,515.72302,279.2131,233.22506,338.34058,443.4561,335.05572,515.72302,466.45012,216.80076,223.37048,216.80076,213.5159,223.37048,213.5159
1217212,ZOLPIDEM 5MG TAB,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1210266,MEGESTROL 40MG/ML 10,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1217556,LOSARTAN50-HCTZ12.5,,10.95,2/6/2022,2.2995,3.8325,0.71175,1.71915,0.93075,0.77745,1.12785,1.47825,1.1169,1.71915,1.5549,0.7227,0.7446,0.7227,0.71175,0.7446,0.71175
1217062,BISOPR/HCTZ 2.5/6.25,,45.2,2/6/2022,9.492,15.82,2.938,7.0964,3.842,3.2092,4.6556,6.102,4.6104,7.0964,6.4184,2.9832,3.0736,2.9832,2.938,3.0736,2.938
1663071,US-ABDOMEN COMP WO,76700,3191.46,2/6/2022,670.2066,1117.011,207.4449,501.05922,271.2741,226.59366,328.72038,430.8471,325.52892,501.05922,453.18732,210.63636,217.01928,210.63636,207.4449,217.01928,207.4449
1651000,NM-TUMR LOC BDY >1D,78804,6722.71,2/6/2022,1411.7691,2352.9485,436.97615,1055.46547,571.43035,477.31241,692.43913,907.56585,685.71642,1055.46547,954.62482,443.69886,457.14428,443.69886,436.97615,457.14428,436.97615
1641047,MR-ORBT FACE NECK W,70542,11001.98,2/6/2022,2310.4158,3850.693,715.1287,1727.31086,935.1683,781.14058,1133.20394,1485.2673,1122.20196,1727.31086,1562.28116,726.13068,748.13464,726.13068,715.1287,748.13464,715.1287
1691121,IR-FIX G COLON TUBE,SURG,8871.62,2/6/2022,1863.0402,3105.067,576.6553,1392.84434,754.0877,629.88502,913.77686,1197.6687,904.90524,1392.84434,1259.77004,585.52692,603.27016,585.52692,576.6553,603.27016,576.6553
1213920,LIDOCAINE 10MG IV,J2001,2.57,2/6/2022,0.5397,0.8995,0.16705,0.40349,0.21845,0.18247,0.26471,0.34695,0.26214,0.40349,0.36494,0.16962,0.17476,0.16962,0.16705,0.17476,0.16705
1321203,INS HYBRD MAN SNG PR,88369,314.93,2/6/2022,66.1353,110.2255,20.47045,49.44401,26.76905,22.36003,32.43779,42.51555,32.12286,49.44401,44.72006,20.78538,21.41524,20.78538,20.47045,21.41524,20.47045
